artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,mood_1
Bill Evans,Gary's Theme - Remastered,0.0802,0.135,122.041,0.04,0.905,0.857,3,0.42,7,257693,-21.795,0.0513,1,Sentimental
Blackberry Smoke,Living In The Song,0.905,0.106,115.972,0.0301,0.00261,0.0207,4,0.564,9,204160,-3.203,0.722,1,Energetic
The Bad Plus,Second Part: The Sacrifice: Sacrificial Dance,0.417,0.0918,126.945,0.0613,0.526,0.839,4,0.605,2,321760,-10.593,0.333,1,Aggressive
Hugh Le Caine,Dripsody,0.356,0.111,164.059,0.559,0.599,2.29E-06,5,0.634,5,87926,-7.245,0.631,1,Aggressive
Inactive Messiah,Lord of Avaris,0.964,0.0938,169.953,0.0635,0.000308,0.0134,4,0.399,8,280875,-6.712,0.253,1,Stirring
Faces,Ooh La La,0.494,0.0894,147.814,0.0301,0.428,0.000171,4,0.603,2,214960,-10.27,0.723,1,Energetic
Giovanni Pierluigi da Palestrina,"Song of Songs: No. 16 Surge, amica mea, speciosa mea",0.0981,0.113,125.143,0.0449,0.992,0.00025,3,0.204,10,152680,-28.685,0.124,1,Peaceful
Gang Starr,Full Clip,0.74,0.286,95.224,0.271,0.0253,2.77E-06,4,0.877,1,216596,-5.885,0.745,1,Cool
Black Mountain,Wucan,0.617,0.0846,102.334,0.0249,0.00862,0.646,4,0.527,1,362960,-9.752,0.451,1,Sensual
Antonn Dvok,"Cello Concerto in B Minor, Op. 104, B. 191: III. Allegro moderato",0.0776,0.0884,80.212,0.0434,0.96,0.777,3,0.147,11,761693,-22.375,0.0706,1,Serious
Robbie Rivera,Come Back To Me,0.901,0.0398,124.03,0.084,0.000138,0.0258,4,0.632,2,178259,-5.052,0.597,1,Energetic
Wooden Shjips,Back to Land,0.725,0.157,141.083,0.0279,0.000179,0.69,4,0.414,9,317960,-8.713,0.316,1,Sad
The Cars,You Might Think,0.774,0.0348,133.924,0.0333,0.141,0.0136,4,0.71,2,185026,-9.335,0.966,1,Energetic
Harry Nilsson,Without You,0.212,0.0578,65.311,0.0287,0.556,5.52E-06,4,0.441,4,202027,-13.657,0.116,1,Sentimental
Mr. Oizo,All Wet (feat. Siriusmo),0.909,0.101,120.823,0.0679,0.028,0.524,4,0.811,2,191943,-5.988,0.0594,1,Aggressive
Nine Inch Nails,Head Like A Hole,0.803,0.571,115.386,0.0459,0.0091,0.00182,4,0.668,9,299640,-11.282,0.425,1,Aggressive
KOLAJ,INTO YOU,0.869,0.11,107.032,0.0387,0.0245,6.71E-05,4,0.61,5,225421,-3.964,0.441,1,Energetic
Signs of the Swarm,Senseless Order,0.866,0.569,117.539,0.101,8.53E-05,0.976,4,0.17,4,319582,-7.304,0.11,1,Aggressive
Csar Franck,"Sonata for Violin & Piano in A Major, FWV 8: I. Allegro moderato",0.0472,0.0644,62.056,0.0466,0.987,0.24,4,0.146,9,373333,-27.847,0.0355,1,Sentimental
Bonfire City,Too Much Heaven - Chill Out Version,0.333,0.104,78.981,0.0261,0.421,0.392,4,0.532,4,242512,-11.322,0.151,1,Energetic
Sam Gellaitry,LONG DISTANCE,0.764,0.408,75.52,0.376,0.779,0.000188,4,0.633,3,219474,-4.594,0.387,1,Cool
Whitehorse,My Babe,0.786,0.314,172.053,0.108,0.134,4.23E-06,4,0.612,4,138320,-4.472,0.926,1,Energetic
Donovan,Season Of The Witch,0.513,0.0612,99.735,0.0288,0.159,0.00957,4,0.516,2,293933,-10.762,0.696,1,Energetic
The Temper Trap,Sweet Disposition,0.821,0.124,129.139,0.0439,0.0701,0.171,4,0.531,2,230800,-6.812,0.334,1,Sad
INXS,Not Enough Time,0.727,0.45,96.006,0.0414,0.0447,0.0104,4,0.668,2,250653,-5.679,0.297,1,Yearning
Sturgill Simpson,All Around You,0.562,0.136,185.725,0.0298,0.123,0.173,3,0.312,9,215693,-6.495,0.515,1,Energetic
Drakulas,OWOWOWOWOWOWOW,0.977,0.0582,116.08,0.0745,0.00029,0.0823,4,0.647,7,123595,-7.286,0.646,1,Defiant
Jeremih,Don't Tell 'Em,0.538,0.137,98.031,0.0699,0.527,1.14E-06,4,0.859,2,268453,-5.207,0.344,1,Defiant
Average White Band,School Boy Crush,0.588,0.0852,171.645,0.0555,0.0928,0.0141,4,0.581,2,300837,-7.469,0.822,1,Cool
VRIT,Underdressed,0.539,0.126,136.128,0.0317,0.322,1.42E-06,4,0.549,10,234202,-5.38,0.245,1,Sad
Billon,Slave To The Vibe - Radio Edit,0.963,0.485,124.017,0.0692,0.0838,0.000354,4,0.639,1,168846,-3.897,0.653,1,Energetic
Auras,Spiral,0.915,0.127,134.941,0.148,1.84E-05,0.0254,4,0.47,1,257091,-5.758,0.341,1,Defiant
Landon Pigg,Falling in Love at a Coffee Shop,0.561,0.179,83.457,0.0274,0.2,4.56E-05,3,0.489,4,244987,-7.933,0.25,1,Sad
Georg Muffat,"Concerto grosso No. 8 in F Major, ""Coronatio Augusta"": Sonata. Grave",0.122,0.437,171.029,0.041,0.191,0.0616,5,0.0814,4,144667,-18.475,0.0693,1,Tender
Joyce Manor,Falling in Love Again,0.936,0.14,177.422,0.0797,0.00175,4.81E-06,4,0.335,2,148120,-2.056,0.481,1,Defiant
Cage The Elephant,Cigarette Daydreams - Live From Guitar Center,0.664,0.238,117.088,0.0275,0.00572,0.00422,4,0.535,2,207107,-6.733,0.301,1,Sad
Black Sabbath,TV Crimes - Remastered Version,0.954,0.224,106.29,0.0514,0.05,0.153,4,0.476,4,242493,-5.648,0.428,1,Defiant
Bob Marley & The Wailers,Kaya,0.529,0.0955,97.63,0.066,0.0068,1.72E-05,4,0.815,11,195880,-11.37,0.878,1,Cool
Daughtry,Home,0.849,0.195,143.904,0.0344,0.0021,1.61E-06,4,0.45,6,255652,-3.881,0.343,1,Energetic
Motrhead,(We Are) The Roadcrew,0.97,0.0748,132.47,0.076,0.00104,0.000914,4,0.29,1,189467,-5.557,0.136,1,Excited
The Groundhogs,Garden - 2003 Remastered Version,0.556,0.197,110.622,0.0312,0.0504,0.0175,4,0.417,7,324493,-11.311,0.462,1,Sad
What So Not,Buried (feat. Rome Fortune),0.826,0.112,125.008,0.0581,0.0848,4.91E-05,4,0.595,5,205593,-5.615,0.321,1,Energetic
Ludwig van Beethoven,"Piano Trio No.7 in B flat, Op.97 ""Archduke"": 3. Andante cantabile, ma per con moto - Poco pi adagio",0.0321,0.0766,73.281,0.0416,0.983,0.679,4,0.221,2,808627,-24.566,0.0746,1,Tender
Billy Kenny,I Eat Beats - Ardalan Remix,0.501,0.0566,123.013,0.0877,0.00526,0.836,4,0.886,11,383415,-8.108,0.47,1,Energetic
Skyy,Call Me,0.636,0.0753,121.213,0.0756,0.00297,0.0141,4,0.794,2,382333,-8.698,0.859,1,Excited
Gareth Emery,Sansa,0.964,0.269,128.01,0.0495,0.0104,0.775,4,0.517,11,511143,-5.402,0.0641,1,Excited
Blacks,Top Boy (feat. Pmoney),0.81,0.329,160.723,0.401,0.626,3.92E-06,4,0.632,6,200752,-6.794,0.511,1,Defiant
Alicia Keys,Girl On Fire - Inferno Version,0.808,0.147,92.586,0.305,0.0876,0.00402,4,0.554,9,270720,-5.943,0.327,1,Sophisticated
Luxury Lounge Caf,Italian Moments (Mood Music),0.306,0.107,89.998,0.0415,0.196,0.892,4,0.629,5,268021,-17.813,0.615,1,Sensual
Johnny Cash,Ring of Fire,0.517,0.431,104.563,0.0269,0.267,0.000158,4,0.661,7,155707,-8.004,0.671,1,Excited
The Civil Wars,Poison & Wine,0.186,0.104,153.848,0.0288,0.76,7.30E-05,4,0.285,1,219467,-12.729,0.226,1,Sad
O.T. Genasis,Push It,0.621,0.108,128.053,0.237,0.143,3.22E-06,4,0.971,11,172609,-5.447,0.446,1,Cool
Tony Bennett,Nature Boy,0.266,0.0907,138.745,0.0291,0.953,0.00868,4,0.288,1,248427,-11.165,0.25,1,Romantic
Red Fang,Living in Lye,0.957,0.114,92.688,0.0698,0.000123,0.433,4,0.392,7,379300,-7.226,0.247,1,Aggressive
Heavy D & The Boyz,Is It Good To You,0.602,0.344,107.487,0.0369,0.0551,0.00494,4,0.714,1,292227,-13.116,0.797,1,Energetic
John Coltrane,Ole,0.523,0.108,92.095,0.0309,0.433,0.0147,3,0.365,11,1098600,-13.47,0.397,1,Energetic
Wolfgang Amadeus Mozart,"Srnade No. 10 ""Gran Partita"" K.361, en Si Bmol Majeur: III. Adagio",0.0269,0.0928,61.425,0.0425,0.991,0.952,4,0.0612,3,315600,-28.644,0.0364,1,Peaceful
Johann Sebastian Bach,"Bach, JS : Cantata No.208 Was mir behagt BWV208, 'Hunt' : IX Aria - ""Schafe knnen sicher weiden"" [Pales]",0.0483,0.153,100.555,0.0466,0.971,0.0288,4,0.224,9,297026,-23.287,0.066,1,Peaceful
The Lumineers,Cleopatra,0.775,0.0947,151.393,0.0394,0.228,0.000143,4,0.536,8,201413,-6.765,0.501,1,Gritty
London Grammar,Hey Now - Arty Remix,0.706,0.124,128.023,0.137,0.0123,0.0236,4,0.71,5,351053,-5.192,0.179,1,Excited
Trace Bundy,Anchor,0.323,0.106,112.466,0.0443,0.947,0.91,4,0.427,11,111893,-10.533,0.0776,1,Sad
Tweet,Won't Hurt Me,0.333,0.125,143.809,0.185,0.671,1.57E-06,4,0.677,7,205450,-8.786,0.5,1,Sensual
Smile Empty Soul,Bottom of a Bottle,0.847,0.0844,106.055,0.0383,0.00236,1.16E-06,4,0.537,6,221827,-5.208,0.444,1,Defiant
Zero Bedroom Apartment,Blurry Morning Glance,0.232,0.11,119.96,0.0342,0.639,0.981,4,0.365,7,152832,-21.894,0.239,1,Peaceful
Sunny Kim,So Nice (Summer Samba),0.178,0.217,185.104,0.0382,0.961,0.104,4,0.237,5,432760,-12.641,0.0562,1,Sensual
Gustav Mahler,"Symphony No.10 In F Sharp (Unfinished): Adagio - Live From Severance Hall, Cleveland / 2010",0.0506,0.211,83.364,0.0408,0.878,0.605,4,0.13,6,1443352,-24.031,0.0309,1,Tender
Franz Joseph Haydn,"Piano Trio in D, H.XV No.24: 1. Allegro",0.0798,0.0823,74.114,0.049,0.985,0.229,4,0.317,2,452000,-20.489,0.209,1,Tender
Opossom,Blue Meanies,0.864,0.191,73.487,0.0432,0.0168,0.341,4,0.542,4,199692,-2.325,0.561,1,Aggressive
Darren Korb,Slinger's Song,0.704,0.129,130.04,0.0266,0.134,0.765,4,0.749,1,246692,-5.307,0.551,1,Cool
Kanye West,Father Stretch My Hands Pt. 1,0.566,0.57,113.074,0.056,0.142,1.25E-06,4,0.714,7,135920,-4.408,0.429,1,Cool
John Stetch,Autumn in New York,0.221,0.164,110.988,0.0348,0.906,0.862,4,0.405,9,327973,-19.212,0.193,1,Sentimental
Eagles Of Death Metal,I Only Want You,0.944,0.103,173.869,0.119,0.593,0.00155,4,0.548,9,168920,-3.208,0.895,1,Energetic
The Wind and The Wave,With Your Two Hands,0.978,0.195,144.992,0.0544,0.109,0.0162,4,0.54,10,182893,-4.055,0.578,1,Energetic
Destruction,Bestial Invasion,0.994,0.283,178.007,0.0724,1.34E-06,0.649,4,0.338,2,277747,-2.77,0.596,1,Aggressive
AYER,Cold Fire in Rain,0.528,0.125,99.992,0.0336,0.505,0.203,4,0.68,7,274002,-8.751,0.324,1,Sensual
Darren Rahn,Tale of Two Cities,0.705,0.0692,92.019,0.0351,0.0538,0.704,4,0.616,9,255773,-7.636,0.419,1,Sensual
Rickie Lee Jones,We Belong Together,0.195,0.0886,67.68,0.0408,0.594,0.0012,4,0.38,7,303387,-12.935,0.0973,1,Energetic
Skrillex,Bangarang (feat. Sirah),0.972,0.317,110.026,0.196,0.0145,3.22E-05,4,0.716,7,215253,-2.302,0.566,1,Energetic
The Buggles,Video Killed The Radio Star,0.636,0.218,131.033,0.0852,0.113,0.0119,4,0.698,1,253800,-13.689,0.311,1,Excited
Of Mice & Men,Would You Still Be There,0.917,0.309,96.026,0.0506,5.86E-05,7.04E-05,4,0.514,10,192507,-3.612,0.493,1,Energetic
John Coltrane,All Or Nothing At All - Take 2,0.353,0.0661,92.333,0.0522,0.626,0.000531,4,0.547,7,223933,-14.038,0.603,1,Sentimental
Axwell /\ Ingrosso,Dream Bigger - Instrumental,0.808,0.0565,125.02,0.095,0.00468,0.664,4,0.757,2,242160,-3.669,0.547,1,Aggressive
Gorgon City,Smoke,0.726,0.0925,124.993,0.048,0.00627,0.644,4,0.637,4,376012,-8.391,0.151,1,Energetic
Iron & Wine,Tree By The River,0.526,0.116,123.274,0.0275,0.447,0.000223,4,0.576,10,236480,-8.598,0.448,1,Energetic
Torres,Sprinter,0.511,0.143,89.983,0.0289,0.0727,1.42E-05,4,0.497,1,284951,-7.07,0.194,1,Sad
Upon A Burning Body,Til the Break of Dawn,0.957,0.085,104.953,0.133,3.26E-05,0.000929,4,0.533,2,224176,-4.746,0.584,1,Aggressive
Volbeat,A Warrior's Call,0.902,0.239,109.357,0.0861,0.00122,3.29E-06,3,0.372,2,263080,-4.479,0.417,1,Defiant
Heaven Shall Burn,Passage of the Crane,0.991,0.168,168.942,0.123,9.01E-05,0.335,4,0.371,1,237291,-3.792,0.162,1,Aggressive
JR JR,Gone,0.892,0.207,129.96,0.0531,0.054,0.000687,4,0.62,2,227507,-3.664,0.402,1,Excited
Southern Shores,Palo Alto,0.798,0.293,106.019,0.0945,0.0635,0.613,4,0.529,8,185446,-9.243,0.344,1,Sensual
Austin Basham,All Is Well,0.419,0.141,99.938,0.0337,0.859,0.00211,4,0.34,11,256681,-12.244,0.241,1,Gritty
Lostboycrow,Where It All Goes,0.368,0.0527,110.023,0.0525,0.373,1.80E-06,4,0.795,7,271097,-8.862,0.429,1,Sensual
At The Gates,Slaughter Of The Soul,0.975,0.0862,79.467,0.118,1.61E-06,0.914,4,0.131,7,183093,-7.228,0.395,1,Aggressive
Alabama Shakes,Hold On,0.669,0.0833,88.336,0.0304,0.187,0.483,4,0.562,5,226187,-5.484,0.544,1,Energetic
Tedeschi Trucks Band,Learn How to Love,0.588,0.294,143.163,0.0361,0.0111,0.0054,4,0.46,7,263253,-8.295,0.443,1,Energetic
Miles Davis,It's About That Time - Remix Version,0.885,0.0989,134.194,0.0413,0.35,0.598,4,0.62,10,293733,-5.544,0.681,1,Gritty
The Vaccines,Dream Lover,0.792,0.127,94.057,0.0357,0.000555,0.00112,4,0.475,4,225520,-1.717,0.573,1,Sad
Carmen,Bulerias,0.86,0.323,137.211,0.135,0.000706,0.00205,4,0.468,8,323493,-7.361,0.672,1,Energetic
Eluvium,Don't Get Any Closer,0.0715,0.12,92.217,0.041,0.814,0.951,3,0.174,2,546373,-14.55,0.0448,1,Sad
Eddie Money,Shakin',0.893,0.179,113.454,0.0308,0.0285,0.000884,4,0.635,9,188200,-5.251,0.939,1,Energetic
Nena,99 Red Balloons,0.482,0.111,193.513,0.194,0.0853,9.22E-05,4,0.543,4,284773,-12.789,0.427,1,Excited
Benny Green,Way 'Cross Town - Originally Performed By Carl Perkins,0.327,0.104,91.083,0.0901,0.706,0.851,4,0.515,6,251333,-15.817,0.784,1,Serious
AC/DC,Back in Business,0.972,0.1,107.994,0.0415,0.0128,0.878,4,0.536,5,264373,-3.983,0.485,1,Energetic
Miles Davis,Two Bass Hit,0.874,0.423,92.233,0.149,0.31,0.163,4,0.466,1,310733,-4.423,0.832,1,Energetic
Betty Davis,They Say I'm Different,0.791,0.205,142.354,0.145,0.122,3.03E-05,4,0.537,6,255040,-7.051,0.898,1,Energetic
Matt Andersen,Honest Man,0.536,0.0491,93.481,0.0372,0.15,7.19E-06,4,0.823,2,212707,-5.793,0.779,1,Energetic
Elliott Carter,Symphonia: Sum Fluxae Pretium Spei: 2. Adagio tenebroso,0.0649,0.0832,135.963,0.0403,0.869,0.613,3,0.186,2,1050440,-22.33,0.0334,1,Serious
Bright Eyes,Devil Town,0.53,0.25,84.152,0.0372,0.164,7.40E-05,4,0.216,5,183240,-8.456,0.361,1,Energetic
Shonen Knife,Lazybone,0.704,0.0417,79.48,0.0418,0.108,7.84E-06,4,0.631,9,138667,-6.975,0.905,1,Energetic
ShockOne,Light Cycles,0.917,0.0959,87.516,0.054,0.000446,0.828,4,0.41,1,414171,-4.765,0.106,1,Excited
One Less Reason,Break Me - Radio Edit,0.98,0.236,199.984,0.11,6.77E-05,0.00778,4,0.308,7,208428,-2.378,0.488,1,Defiant
Tritonal,Still With Me - Seven Lions Remix,0.881,0.155,137.946,0.0822,0.0131,0.0296,4,0.242,8,316535,-5.574,0.0629,1,Excited
Darren Korb,Old Friends,0.444,0.0981,133.96,0.0276,0.0045,0.905,4,0.677,2,201324,-5.429,0.169,1,Sad
Lil Silva,De Ja,0.497,0.162,142.825,0.0586,0.0897,3.71E-05,4,0.653,1,248784,-7.821,0.136,1,Sensual
KCM,Remember,0.309,0.0977,127.777,0.0324,0.912,9.04E-06,4,0.505,10,246704,-8.657,0.238,1,Sophisticated
Black Pyramid,Mirror Messiah,0.897,0.221,137.509,0.0453,1.12E-05,0.588,4,0.248,3,427800,-6.178,0.419,1,Aggressive
LISHI,Dropping Back,0.33,0.0923,71.391,0.0373,0.516,0.000602,4,0.211,9,245367,-10.098,0.0397,1,Peaceful
Michael Jackson,Heal the World,0.485,0.104,80.923,0.0467,0.537,1.79E-06,4,0.534,9,384307,-8.045,0.102,1,Energetic
Norah Jones,Sunrise,0.299,0.106,156.848,0.031,0.941,0.097,4,0.526,8,200627,-13.797,0.67,1,Easygoing
Active Bird Community,Longport,0.828,0.0654,174.196,0.0511,0.181,0.0378,4,0.31,11,125980,-5.447,0.281,1,Sad
Little Richard,Good Golly Miss Molly,0.873,0.395,166.189,0.0444,0.481,0.00021,4,0.557,7,127387,-9.129,0.965,1,Energetic
Booker Little,Milestones,0.5,0.485,79.145,0.0421,0.64,0.752,4,0.358,1,334267,-15.46,0.863,1,Energetic
Led Zepagain,All My Love,0.868,0.114,91.991,0.026,0.0819,6.52E-05,4,0.518,7,342667,-2.521,0.725,1,Romantic
Third Eye Blind,How's It Going To Be,0.593,0.0967,80.289,0.0263,0.00327,0.00139,4,0.562,5,253413,-9.362,0.543,1,Sad
Novo Amor,Cold,0.304,0.0896,67.553,0.0345,0.791,0.402,4,0.411,3,263046,-11.311,0.0397,1,Sad
Neal Acree,The Eternal Conflict,0.405,0.284,133.008,0.0487,0.0632,0.912,3,0.164,2,157147,-15.022,0.038,1,Serious
George Cosby,All of Your Love,0.634,0.118,179.443,0.0373,0.881,3.11E-05,3,0.191,5,260345,-5.84,0.148,1,Romantic
Luigi Boccherini,"Flute Quintet No. 1 in D Major, Op. 17, G. 419: I. Allegro assai",0.046,0.097,153.151,0.0451,0.991,0.783,4,0.287,2,291000,-22.118,0.336,1,Peaceful
Jack Johnson,My Little Girl,0.0821,0.105,97.759,0.081,0.885,0.0252,4,0.861,2,140987,-19.516,0.466,1,Sentimental
James Norbert Ivanyi,A Fatal Eminence,0.937,0.286,179.996,0.104,0.000229,0.796,3,0.225,4,269839,-5.324,0.311,1,Aggressive
David Guetta,Without You - feat. Usher,0.612,0.128,127.882,0.028,0.211,3.70E-06,4,0.606,2,208135,-3.676,0.488,1,Yearning
Bryan John Appleby,Costanoan Bones,0.407,0.105,108.007,0.0314,0.465,0.212,4,0.55,5,255147,-12.479,0.31,1,Tender
Melissa Horn,Jag saknar dig mindre och mindre,0.442,0.12,96.919,0.0325,0.823,0.000579,4,0.493,5,272373,-11.781,0.451,1,Easygoing
The Prodigy,3 Kilos,0.886,0.37,119.007,0.0383,0.0814,0.643,4,0.696,7,445827,-7.991,0.827,1,Energetic
Drezo,Malice,0.87,0.111,128.029,0.121,0.0526,0.854,4,0.855,1,262500,-2.589,0.331,1,Energetic
Paul Hindemith,"Violin Sonata in E-Flat Major, Op. 11, No. 1: I. Frisch",0.13,0.159,137.593,0.0481,0.976,0.449,4,0.302,8,260467,-21.384,0.12,1,Serious
The Clash,I Fought the Law,0.9,0.14,151.274,0.0545,0.00539,4.09E-05,4,0.525,2,163240,-6.815,0.88,1,Excited
Koffin Kats,The Bottle Called,0.987,0.691,103.641,0.142,0.000482,6.58E-05,4,0.473,9,196680,-3.605,0.491,1,Energetic
Grouplove,Good Morning,0.832,0.063,104.042,0.0499,0.000938,2.83E-06,4,0.562,2,219560,-5.26,0.669,1,Yearning
Sufjan Stevens,Death with Dignity,0.16,0.113,170.063,0.0395,0.986,0.017,4,0.51,4,239508,-21.03,0.398,1,Stirring
U2,Stuck In A Moment You Can't Get Out Of,0.665,0.169,158.493,0.0243,0.407,0.000271,4,0.526,4,273467,-4.997,0.278,1,Yearning
Culture Abuse,Turn It Off,0.996,0.754,169.692,0.0962,0.000343,0.491,4,0.148,9,217238,-3.235,0.136,1,Defiant
Franois Couperin,Concert instrumental sur le titre d'Apothose compos  la mmoire immortelle de l'incomparable Monsieur de Lully: III. Descente d'Apollon qui vient offrir son violon  Lulli (Noblement),0.103,0.358,139.741,0.0441,0.921,0.0123,5,0.302,9,151920,-16.124,0.32,1,Tender
Simioli,Ain't No Sunshine - Dave Silcox Remix,0.861,0.0706,126.014,0.0627,0.022,0.00104,4,0.643,7,323712,-4.987,0.392,1,Excited
St Salvator's Chapel Choir,Credo in unum Deum BWV 1081,0.0845,0.121,89.353,0.0341,0.992,0.429,4,0.19,4,48067,-24.113,0.304,1,Stirring
Dotan,Home,0.72,0.0384,130.011,0.0416,0.0725,7.61E-05,4,0.755,7,268467,-8.939,0.286,1,Sad
Toadies,Possum Kingdom,0.708,0.0764,100.698,0.0263,0.000813,0.0197,4,0.653,9,309573,-9.367,0.887,1,Energetic
Beach House,Myth,0.718,0.174,141.979,0.0291,0.0382,0.0826,4,0.445,3,258653,-6.167,0.463,1,Sad
Franz Joseph Haydn,"Symphony No.101 In D Major, Hob.I:101 - ""The Clock"": 2. Andante",0.0266,0.0741,97.367,0.0392,0.938,0.227,4,0.315,7,459493,-23.232,0.195,1,Tender
Lenny Kravitz,Always On The Run,0.946,0.0646,169.219,0.148,0.0119,0.019,4,0.511,9,232440,-3.757,0.855,1,Energetic
Rissi Palmer,Best Day Ever,0.427,0.0982,102.897,0.0328,0.0914,3.33E-05,4,0.729,1,183000,-8.808,0.572,1,Yearning
Marcus Roberts,Nice Work If You Can Get It,0.237,0.099,202.3,0.104,0.671,0.914,4,0.482,8,283667,-21.34,0.681,1,Sentimental
W.A.S.P.,Wild Child,0.897,0.318,146.272,0.0452,0.00938,0.00107,4,0.357,1,312573,-6.37,0.408,1,Energetic
Chris Young,What If I Stay,0.653,0.116,94.021,0.0275,0.131,4.65E-05,4,0.58,4,205560,-6.051,0.233,1,Romantic
Albert Ayler,Ghosts,0.464,0.561,141.49,0.0787,0.711,0.478,4,0.3,11,1404000,-15.789,0.313,1,Energetic
Ramin Djawadi,Enemy Down,0.884,0.0443,91.996,0.0335,0.00994,0.569,4,0.566,2,170227,-11.019,0.737,1,Energetic
Hans Zimmer,Time,0.0879,0.0869,126.622,0.0381,0.155,0.698,4,0.221,7,275547,-16.996,0.0396,1,Sad
Dr. John,Revolution,0.851,0.242,124.963,0.0941,0.38,0.127,4,0.508,8,205840,-5.335,0.517,1,Energetic
Albert King,Born Under A Bad Sign,0.662,0.0362,91.39,0.0272,0.513,0.000229,4,0.698,11,166307,-5.97,0.9,1,Gritty
Mat Zo,Left To Right - Original Mix,0.934,0.137,127.996,0.362,0.00896,0.302,4,0.57,1,345000,-5.474,0.552,1,Aggressive
Derrick Morgan,I Want to Go Home,0.334,0.127,113.328,0.0465,0.813,0.084,4,0.806,5,141453,-13.65,0.967,1,Easygoing
BWB,Another Part of Me,0.682,0.0939,204.35,0.223,0.31,0.329,4,0.553,1,310480,-8.948,0.813,1,Cool
UMEK,Collinearity - Oscar L Remix,0.787,0.0507,123.011,0.0799,0.00114,0.791,4,0.819,1,444176,-7.427,0.187,1,Energetic
Phil Keaggy,Addison' Walk,0.144,0.0916,125.904,0.0439,0.8,0.758,4,0.518,2,243693,-20.604,0.193,1,Energetic
Drudkh,Golden Horse,0.959,0.273,109.336,0.163,1.79E-05,0.0469,3,0.178,7,529778,-5.552,0.0385,1,Aggressive
Northern Faces,Cops Come,0.82,0.115,134.982,0.0308,0.000215,0.000133,4,0.511,5,189778,-3.454,0.415,1,Yearning
Ciorras,The Expensive Sneeze,0.809,0.192,123.45,0.0517,0.723,1.61E-05,4,0.623,9,224587,-8.787,0.963,1,Energetic
Tada,Poirt: Delia Keane's/ the Horse's Leotard/ Sen Bu/ the Dawn Chorus,0.705,0.079,122.388,0.0499,0.79,0.086,4,0.517,2,295253,-5.638,0.873,1,Energetic
The Weeks,Buttons,0.738,0.125,135.018,0.0508,0.0341,0.00727,4,0.626,4,217040,-7.465,0.646,1,Energetic
Cayetana,"Scott Get the Van, I'm Moving",0.973,0.0906,82.592,0.129,0.0164,0.0197,4,0.323,4,166979,-3.917,0.353,1,Energetic
Richard Wagner,Parsifal: Prelude,0.0631,0.0695,80.977,0.0431,0.986,0.91,4,0.0798,8,627333,-24.093,0.0284,1,Peaceful
The Magnetic Fields,The Book Of Love,0.262,0.117,98.516,0.0263,0.978,5.99E-05,4,0.484,7,162413,-13.286,0.314,1,Gritty
Led Zeppelin,Whole Lotta Love,0.893,0.164,87.979,0.437,0.0617,0.0391,4,0.401,9,334555,-11.171,0.418,1,Aggressive
Heaven 17,Play To Win - 2006 Digital Remaster,0.655,0.198,128.382,0.0727,0.0101,0.00474,4,0.819,7,217842,-9.238,0.786,1,Energetic
Volbeat,The Devil's Bleeding Crown,0.917,0.0333,109.552,0.0378,1.85E-05,0.214,3,0.55,7,238653,-4.575,0.247,1,Aggressive
Iron & Wine,"Flightless Bird, American Mouth",0.391,0.163,154.66,0.026,0.795,0.0708,3,0.359,3,242226,-8.034,0.182,1,Energetic
Maps & Atlases,Pigeon,0.488,0.14,127.888,0.0572,0.613,2.55E-05,4,0.828,7,173160,-8.023,0.829,1,Yearning
Roosevelt,Hold On,0.696,0.221,114.261,0.0429,0.119,0.385,4,0.687,4,207199,-6.083,0.845,1,Yearning
Bryan Adams,You Belong To Me,0.915,0.242,100.054,0.0929,0.0448,0.0797,4,0.562,9,150053,-5.546,0.409,1,Energetic
Shake Shake Go,All in Time,0.493,0.0481,105.108,0.0289,0.00819,2.71E-05,4,0.75,1,176480,-5.533,0.309,1,Yearning
Coast Modern,Guru,0.701,0.07,140.023,0.042,0.232,0.00295,4,0.76,3,204467,-6.393,0.808,1,Defiant
Parquet Courts,Black And White,0.975,0.345,174.205,0.0916,0.00605,0.832,4,0.318,9,182987,-4.211,0.683,1,Energetic
Lord Huron,Fool for Love,0.758,0.113,90.993,0.0367,0.598,0.192,4,0.619,5,274707,-6.285,0.223,1,Energetic
Donny Hathaway,Voices Inside (Everything Is Everything),0.454,0.981,99.788,0.0337,0.883,0.766,4,0.732,9,815080,-16.123,0.783,1,Gritty
Arvo Prt,Nunc dimittis,0.0325,0.0846,75.06,0.0362,0.991,0.533,3,0.154,8,415467,-26.712,0.0304,1,Peaceful
Eric Clapton,Tears In Heaven,0.336,0.701,79.109,0.0313,0.8,0.00264,4,0.695,9,280000,-12.999,0.421,1,Energetic
The Breeders,Cannonball,0.685,0.365,112.49,0.0394,0.00971,0.775,4,0.498,3,215573,-11.795,0.781,1,Defiant
Mel & Tim,Starting All Over Again,0.33,0.107,137.776,0.0346,0.68,0.104,4,0.622,11,230920,-10.629,0.523,1,Sentimental
Kid Rock,Born Free,0.917,0.112,127.439,0.0275,0.00637,1.30E-06,4,0.592,9,264533,-1.278,0.679,1,Energetic
